OBJECTID_1,Código_do_Município,Nome_municipio,Pop_total,Total_Respiradores,Respiradores_100mil_hab_Ind,Total_Respiradores_SUS,Respiradores_SUS_100mil_hab_Ind
1146,2406403,Lagoa de Velhos,2732,0,0,0,0
1147,2406502,Lagoa Nova,15614,1,6.40450877417702,1,6.40450877417702
1148,2406601,Lagoa Salgada,8245,0,0,0,0
1149,2406700,Lajes,11277,0,0,0,0
1150,2406809,Lajes Pintadas,4759,0,0,0,0
1151,2406908,Lucrécia,3996,1,25.025025025025,1,25.025025025025
1152,2407005,Luís Gomes,10116,0,0,0,0
1153,2407104,Macaíba,80792,7,8.66422418061194,7,8.66422418061194
1154,2407203,Macau,31814,0,0,0,0
1155,2407252,Major Sales,4020,0,0,0,0
1156,2407302,Marcelino Vieira,8347,0,0,0,0
1157,2407401,Martins,8725,0,0,0,0
1158,2407500,Maxaranguape,12371,0,0,0,0
1159,2407609,Messias Targino,4601,0,0,0,0
1160,2407708,Montanhas,11251,0,0,0,0
1161,2407807,Monte Alegre,22451,1,4.45414458153312,1,4.45414458153312
1162,2407906,Monte das Gameleiras,2105,0,0,0,0
1163,2408003,Mossoró,297378,116,39.0075930297467,114,38.3350483223372
1164,2408102,Natal,884122,491,55.5353220483146,360,40.7183623979496
1165,2408201,Nísia Floresta,27602,0,0,0,0
1166,2408300,Nova Cruz,37343,1,2.67787804943363,1,2.67787804943363
1167,2408409,Olho d'Água do Borges,4258,0,0,0,0
1168,2408508,Ouro Branco,4812,0,0,0,0
1169,2408607,Paraná,4254,1,23.5072872590503,1,23.5072872590503
1170,2408706,Paraú,3768,0,0,0,0
1171,2408805,Parazinho,5237,0,0,0,0
1172,2408904,Parelhas,21477,0,0,0,0
1173,2408953,Rio do Fogo,10848,0,0,0,0
1174,2409100,Passa e Fica,13277,1,7.53182194772916,1,7.53182194772916
1175,2409209,Passagem,3089,0,0,0,0
1176,2409308,Patu,12755,1,7.84006272050176,1,7.84006272050176
1177,2409332,Santa Maria,5551,0,0,0,0
1178,2409407,Pau dos Ferros,30394,14,46.0617227084293,12,39.4814766072251
1179,2409506,Pedra Grande,3237,0,0,0,0
1180,2409605,Pedra Preta,2458,0,0,0,0
1181,2409704,Pedro Avelino,6716,0,0,0,0
1182,2409803,Pedro Velho,14806,1,6.75401864109145,1,6.75401864109145
1183,2409902,Pendências,15129,0,0,0,0
1184,2410009,Pilões,3838,1,26.0552371026576,1,26.0552371026576
1185,2410108,Poço Branco,15413,0,0,0,0
1186,2410207,Portalegre,7867,0,0,0,0
1187,2410256,Porto do Mangue,6437,0,0,0,0
1188,2410306,Serra Caiada,10395,1,9.62000962000962,1,9.62000962000962
1189,2410405,Pureza,9621,0,0,0,0
1190,2410504,Rafael Fernandes,5098,0,0,0,0
1191,2410603,Rafael Godeiro,3201,0,0,0,0
1192,2410702,Riacho da Cruz,3579,0,0,0,0
1193,2410801,Riacho de Santana,4204,0,0,0,0
1194,2410900,Riachuelo,8128,0,0,0,0
1195,2411007,Rodolfo Fernandes,4467,0,0,0,0
1196,2411056,Tibau,4106,0,0,0,0
1197,2411106,Ruy Barbosa,3600,0,0,0,0
1198,2411205,Santa Cruz,39674,16,40.3286787316631,16,40.3286787316631
1199,2411403,Santana do Matos,12791,0,0,0,0
1200,2411429,Santana do Seridó,2680,0,0,0,0
1201,2411502,Santo Antônio,24136,1,4.14318859794498,1,4.14318859794498
1202,2411601,São Bento do Norte,2747,0,0,0,0
1203,2411700,São Bento do Trairí,4449,0,0,0,0
1204,2411809,São Fernando,3584,0,0,0,0
1205,2411908,São Francisco do Oeste,4228,0,0,0,0
1206,2412005,São Gonçalo do Amarante,102400,2,1.953125,1,0.9765625
1207,2412104,São João do Sabugi,6193,0,0,0,0
1208,2412203,São José de Mipibu,43899,2,4.55591243536299,2,4.55591243536299
1209,2412302,São José do Campestre,12856,0,0,0,0
1210,2412401,São José do Seridó,4634,0,0,0,0
1211,2412500,São Miguel,23519,2,8.50376291508993,2,8.50376291508993
1212,2412559,São Miguel do Gostoso,10282,0,0,0,0
1213,2412609,São Paulo do Potengi,17579,1,5.68860572273736,1,5.68860572273736
1214,2412708,São Pedro,5971,0,0,0,0
1215,2412807,São Rafael,8202,0,0,0,0
1216,2412906,São Tomé,11055,0,0,0,0
1217,2413003,São Vicente,6424,0,0,0,0
1218,2413102,Senador Elói de Souza,6086,1,16.4311534669734,1,16.4311534669734
1219,2413201,Senador Georgino Avelino,4440,0,0,0,0
1220,2413300,Serra de São Bento,5762,0,0,0,0
1221,2413359,Serra do Mel,11938,0,0,0,0
1222,2413409,Serra Negra do Norte,8078,0,0,0,0
1223,2413508,Serrinha,6229,0,0,0,0
1224,2413557,Serrinha dos Pintos,4800,0,0,0,0
1225,2413607,Severiano Melo,2440,0,0,0,0
1226,2413706,Sítio Novo,5522,0,0,0,0
1227,2413805,Taboleiro Grande,2566,0,0,0,0
1228,2413904,Taipu,12279,0,0,0,0
1229,2414001,Tangará,15727,0,0,0,0
1230,2414100,Tenente Ananias,10786,0,0,0,0
1231,2414159,Tenente Laurentino Cruz,5952,0,0,0,0
1232,2414209,Tibau do Sul,14180,0,0,0,0
1233,2414308,Timbaúba dos Batistas,2414,0,0,0,0
1234,2414407,Touros,33287,0,0,0,0
1235,2414456,Triunfo Potiguar,3237,0,0,0,0
1236,2414506,Umarizal,10555,0,0,0,0
1237,2414605,Upanema,14659,0,0,0,0
1238,2414704,Várzea,5500,0,0,0,0
1239,2414753,Venha-Ver,4177,0,0,0,0
1240,2414803,Vera Cruz,12481,0,0,0,0
1241,2414902,Viçosa,1718,1,58.2072176949942,1,58.2072176949942
1242,2415008,Vila Flor,3170,1,31.5457413249211,1,31.5457413249211
1243,2500106,Água Branca,10234,0,0,0,0
1244,2500205,Aguiar,5640,0,0,0,0
1245,2500304,Alagoa Grande,28496,2,7.01852891633914,2,7.01852891633914
1246,2500403,Alagoa Nova,20849,1,4.79639311237949,1,4.79639311237949
1247,2500502,Alagoinha,14489,1,6.90178756297881,1,6.90178756297881
1248,2500536,Alcantil,5492,0,0,0,0
1249,2500577,Algodão de Jandaíra,2567,0,0,0,0
1250,2500601,Alhandra,19588,4,20.4206657137023,4,20.4206657137023
1251,2500700,São João do Rio do Peixe,18034,0,0,0,0
1252,2500734,Amparo,2238,0,0,0,0
1253,2500775,Aparecida,8347,0,0,0,0
1254,2500809,Araçagi,16987,0,0,0,0
1255,2500908,Arara,13470,0,0,0,0
1256,2501005,Araruna,20312,0,0,0,0
1257,2501104,Areia,22819,1,4.38231298479337,1,4.38231298479337
1258,2501153,Areia de Baraúnas,2128,0,0,0,0
1259,2501203,Areial,6998,0,0,0,0
1260,2501302,Aroeiras,19153,2,10.4422283715345,2,10.4422283715345
1261,2501351,Assunção,3990,0,0,0,0
1262,2501401,Baía da Traição,8993,0,0,0,0
1263,2501500,Bananeiras,21318,1,4.69087156393658,1,4.69087156393658
1264,2501534,Baraúna,4892,0,0,0,0
1265,2501575,Barra de Santana,8359,1,11.9631534872592,1,11.9631534872592
1266,2501609,Barra de Santa Rosa,15384,0,0,0,0
1267,2501708,Barra de São Miguel,6036,0,0,0,0
1268,2501807,Bayeux,96880,2,2.06440957886045,2,2.06440957886045
1269,2501906,Belém,17676,0,0,0,0
1270,2502003,Belém do Brejo do Cruz,7342,1,13.6202669572324,1,13.6202669572324
1271,2502052,Bernardino Batista,3501,0,0,0,0
1272,2502102,Boa Ventura,5366,0,0,0,0
1273,2502151,Boa Vista,7051,0,0,0,0
1274,2502201,Bom Jesus,2561,0,0,0,0
1275,2502300,Bom Sucesso,4975,1,20.1005025125628,1,20.1005025125628
1276,2502409,Bonito de Santa Fé,11917,0,0,0,0
1277,2502508,Boqueirão,17804,0,0,0,0
1278,2502607,Igaracy,6117,0,0,0,0
1279,2502706,Borborema,5263,0,0,0,0
1280,2502805,Brejo do Cruz,14122,3,21.2434499362696,3,21.2434499362696
1281,2502904,Brejo dos Santos,6449,0,0,0,0
1282,2503001,Caaporã,21828,2,9.16254352208173,2,9.16254352208173
1283,2503100,Cabaceiras,5611,0,0,0,0
1284,2503209,Cabedelo,67736,1,1.47631982992796,1,1.47631982992796
1285,2503308,Cachoeira dos Índios,10244,0,0,0,0
1286,2503407,Cacimba de Areia,3682,0,0,0,0
1287,2503506,Cacimba de Dentro,17187,1,5.81835107930412,1,5.81835107930412
1288,2503555,Cacimbas,7173,0,0,0,0
1289,2503605,Caiçara,7201,0,0,0,0
1290,2503704,Cajazeiras,61993,41,66.136499282177,41,66.136499282177
1291,2503753,Cajazeirinhas,3193,0,0,0,0
1292,2503803,Caldas Brandão,6014,0,0,0,0
1293,2503902,Camalaú,6013,0,0,0,0
1294,2504009,Campina Grande,409731,128,31.2400086886274,103,25.1384444916299
1295,2504033,Capim,6523,0,0,0,0
1296,2504074,Caraúbas,4162,0,0,0,0
1297,2504108,Carrapateira,2659,0,0,0,0
1298,2504157,Casserengue,7468,0,0,0,0
1299,2504207,Catingueira,4932,1,20.2757502027575,1,20.2757502027575
1300,2504306,Catolé do Rocha,30546,4,13.0950042558764,4,13.0950042558764
1301,2504355,Caturité,4852,0,0,0,0
1302,2504405,Conceição,18982,0,0,0,0
1303,2504504,Condado,6654,0,0,0,0
1304,2504603,Conde,24670,0,0,0,0
1305,2504702,Congo,4786,0,0,0,0
1306,2504801,Coremas,15445,2,12.9491744901263,2,12.9491744901263
1307,2504850,Coxixola,1921,0,0,0,0
1308,2504900,Cruz do Espírito Santo,17319,0,0,0,0
1309,2505006,Cubati,7797,0,0,0,0
1310,2505105,Cuité,20338,1,4.91690431704199,1,4.91690431704199
1311,2505204,Cuitegi,6803,0,0,0,0
1312,2505238,Cuité de Mamanguape,6353,0,0,0,0
1313,2505279,Curral de Cima,5227,0,0,0,0
1314,2505303,Curral Velho,2516,0,0,0,0
1315,2505352,Damião,5330,0,0,0,0
1316,2505402,Desterro,8297,0,0,0,0
1317,2505501,Vista Serrana,3798,0,0,0,0
1318,2505600,Diamante,6552,1,15.2625152625153,1,15.2625152625153
1319,2505709,Dona Inês,10453,1,9.56663158901751,1,9.56663158901751
1320,2505808,Duas Estradas,3596,0,0,0,0
1321,2505907,Emas,3522,0,0,0,0
1322,2506004,Esperança,33007,4,12.1186415002878,4,12.1186415002878
1323,2506103,Fagundes,11253,0,0,0,0
1324,2506202,Frei Martinho,2989,0,0,0,0
1325,2506251,Gado Bravo,8316,0,0,0,0
1326,2506301,Guarabira,58833,12,20.3967161287033,11,18.6969897846447
1327,2506400,Gurinhém,14129,0,0,0,0
1328,2506509,Gurjão,3428,0,0,0,0
1329,2506608,Ibiara,5929,1,16.8662506324844,1,16.8662506324844
1330,2506707,Imaculada,11819,0,0,0,0
1331,2506806,Ingá,18103,0,0,0,0
1332,2506905,Itabaiana,24477,5,20.4273399517915,5,20.4273399517915
1333,2507002,Itaporanga,24692,4,16.1995788109509,4,16.1995788109509
1334,2507101,Itapororoca,18664,0,0,0,0
1335,2507200,Itatuba,10962,0,0,0,0
1336,2507309,Jacaraú,14431,1,6.92952671332548,1,6.92952671332548
1337,2507408,Jericó,7739,0,0,0,0
1338,2507507,João Pessoa,809015,373,46.1054492191121,300,37.0821307392323
1339,2507606,Juarez Távora,7936,0,0,0,0
1340,2507705,Juazeirinho,18171,0,0,0,0
1341,2507804,Junco do Seridó,7150,0,0,0,0
1342,2507903,Juripiranga,10756,2,18.5942729639271,2,18.5942729639271
1343,2508000,Juru,9867,0,0,0,0
1344,2508109,Lagoa,4666,0,0,0,0
1345,2508208,Lagoa de Dentro,7719,1,12.9550459904133,1,12.9550459904133
1346,2508307,Lagoa Seca,27503,1,3.63596698541977,1,3.63596698541977
1347,2508406,Lastro,2737,0,0,0,0
1348,2508505,Livramento,7256,0,0,0,0
1349,2508554,Logradouro,4332,0,0,0,0
1350,2508604,Lucena,13080,0,0,0,0
1351,2508703,Mãe d'Água,4009,0,0,0,0
1352,2508802,Malta,5759,0,0,0,0
1353,2508901,Mamanguape,44882,15,33.4209705449846,15,33.4209705449846
1354,2509008,Manaíra,10955,0,0,0,0
1355,2509057,Marcação,8558,0,0,0,0
1356,2509107,Mari,21837,0,0,0,0
1357,2509156,Marizópolis,6617,0,0,0,0
1358,2509206,Massaranduba,13918,0,0,0,0
1359,2509305,Mataraca,8434,0,0,0,0
1360,2509339,Matinhas,4500,0,0,0,0
1361,2509370,Mato Grosso,2908,0,0,0,0
1362,2509396,Maturéia,6569,0,0,0,0
1363,2509404,Mogeiro,13284,1,7.52785305630834,1,7.52785305630834
1364,2509503,Montadas,5669,0,0,0,0
1365,2509602,Monte Horebe,4816,0,0,0,0
1366,2509701,Monteiro,33222,4,12.0402143158148,4,12.0402143158148
1367,2509800,Mulungu,9902,0,0,0,0
1368,2509909,Natuba,10454,0,0,0,0
1369,2510006,Nazarezinho,7301,0,0,0,0
1370,2510105,Nova Floresta,10638,0,0,0,0
1371,2510204,Nova Olinda,5949,0,0,0,0
1372,2510303,Nova Palmeira,4906,0,0,0,0
1373,2510402,Olho d'Água,6526,0,0,0,0
1374,2510501,Olivedos,3932,0,0,0,0
1375,2510600,Ouro Velho,3039,0,0,0,0
1376,2510659,Parari,1771,0,0,0,0
1377,2510709,Passagem,2419,0,0,0,0
1378,2510808,Patos,107605,45,41.8196180474885,43,39.960968356489
1379,2510907,Paulista,12347,0,0,0,0
1380,2511004,Pedra Branca,3801,0,0,0,0
1381,2511103,Pedra Lavrada,7843,1,12.7502231289048,1,12.7502231289048
1382,2511202,Pedras de Fogo,28458,1,3.51395038302059,1,3.51395038302059
1383,2511301,Piancó,16075,2,12.4416796267496,2,12.4416796267496
1384,2511400,Picuí,18703,4,21.386943271133,4,21.386943271133
1385,2511509,Pilar,11917,0,0,0,0
1386,2511608,Pilões,6635,0,0,0,0
1387,2511707,Pilõezinhos,4976,0,0,0,0
1388,2511806,Pirpirituba,10579,0,0,0,0
1389,2511905,Pitimbu,19065,0,0,0,0
1390,2512002,Pocinhos,18564,0,0,0,0
1391,2512036,Poço Dantas,3888,0,0,0,0
1392,2512077,Poço de José de Moura,4307,0,0,0,0
1393,2512101,Pombal,32801,8,24.3895003201122,8,24.3895003201122
1394,2512200,Prata,4209,0,0,0,0
1395,2512309,Princesa Isabel,23345,6,25.7014349967873,6,25.7014349967873
1396,2512408,Puxinanã,13680,0,0,0,0
1397,2512507,Queimadas,43967,4,9.09773239020174,4,9.09773239020174
1398,2512606,Quixaba,1956,0,0,0,0
1399,2512705,Remígio,19621,0,0,0,0
1400,2512721,Pedro Régis,6089,0,0,0,0
1401,2512747,Riachão,3588,0,0,0,0
1402,2512754,Riachão do Bacamarte,4521,0,0,0,0
1403,2512762,Riachão do Poço,4509,0,0,0,0
1404,2512788,Riacho de Santo Antônio,1948,2,102.669404517454,2,102.669404517454
1405,2512804,Riacho dos Cavalos,8526,0,0,0,0
1406,2512903,Rio Tinto,24176,2,8.27266710787558,2,8.27266710787558
1407,2513000,Salgadinho,3885,0,0,0,0
1408,2513109,Salgado de São Félix,12140,0,0,0,0
1409,2513158,Santa Cecília,6558,0,0,0,0
1410,2513208,Santa Cruz,6583,0,0,0,0
1411,2513307,Santa Helena,5889,0,0,0,0
1412,2513356,Santa Inês,3595,0,0,0,0
1413,2513406,Santa Luzia,15382,1,6.50110518788194,1,6.50110518788194
1414,2513505,Santana de Mangueira,5162,1,19.3723363037582,1,19.3723363037582
1415,2513604,Santana dos Garrotes,7031,0,0,0,0
1416,2513653,Joca Claudino,2636,0,0,0,0
1417,2513703,Santa Rita,136586,85,62.2318539235354,85,62.2318539235354
1418,2513802,Santa Teresinha,4573,1,21.8674830527006,1,21.8674830527006
1419,2513851,Santo André,2521,0,0,0,0
1420,2513901,São Bento,34031,1,2.93849725250507,1,2.93849725250507
1421,2513927,São Bentinho,4529,0,0,0,0
1422,2513943,São Domingos do Cariri,2615,0,0,0,0
1423,2513968,São Domingos,3073,0,0,0,0
1424,2513984,São Francisco,3392,0,0,0,0
1425,2514008,São João do Cariri,4199,0,0,0,0
1426,2514107,São João do Tigre,4422,0,0,0,0
1427,2514206,São José da Lagoa Tapada,7630,0,0,0,0
1428,2514305,São José de Caiana,6359,0,0,0,0
1429,2514404,São José de Espinharas,4682,0,0,0,0
1430,2514453,São José dos Ramos,5957,0,0,0,0
1431,2514503,São José de Piranhas,20251,0,0,0,0
1432,2514552,São José de Princesa,4003,0,0,0,0
1433,2514602,São José do Bonfim,3557,0,0,0,0
1434,2514651,São José do Brejo do Cruz,1801,0,0,0,0
1435,2514701,São José do Sabugi,4141,1,24.1487563390485,1,24.1487563390485
1436,2514800,São José dos Cordeiros,3628,0,0,0,0
1437,2514909,São Mamede,7724,1,12.9466597617815,1,12.9466597617815
1438,2515005,São Miguel de Taipu,7368,0,0,0,0
1439,2515104,São Sebastião de Lagoa de Roça,11661,0,0,0,0
1440,2515203,São Sebastião do Umbuzeiro,3489,0,0,0,0
1441,2515302,Sapé,52625,2,3.80047505938242,2,3.80047505938242
1442,2515401,São Vicente do Seridó,10775,0,0,0,0
1443,2515500,Serra Branca,13699,1,7.29980290532156,1,7.29980290532156
1444,2515609,Serra da Raiz,3148,0,0,0,0
1445,2515708,Serra Grande,2909,0,0,0,0
1446,2515807,Serra Redonda,7041,0,0,0,0
1447,2515906,Serraria,6099,1,16.3961305131989,1,16.3961305131989
1448,2515930,Sertãozinho,5024,0,0,0,0
1449,2515971,Sobrado,7783,0,0,0,0
1450,2516003,Solânea,26407,5,18.9343734615822,5,18.9343734615822
1451,2516102,Soledade,14989,3,20.0146774301154,3,20.0146774301154
1452,2516151,Sossêgo,3555,0,0,0,0
1453,2516201,Sousa,69444,19,27.3601751051207,16,23.0401474569437
1454,2516300,Sumé,16966,1,5.89414122362372,1,5.89414122362372
1455,2516409,Tacima,10911,0,0,0,0
1456,2516508,Taperoá,15376,4,26.0145681581686,4,26.0145681581686
1457,2516607,Tavares,14726,0,0,0,0
1458,2516706,Teixeira,15161,0,0,0,0
1459,2516755,Tenório,3058,0,0,0,0
1460,2516805,Triunfo,9455,0,0,0,0
1461,2516904,Uiraúna,15242,0,0,0,0
1462,2517001,Umbuzeiro,9907,2,20.1877460381548,2,20.1877460381548
1463,2517100,Várzea,2810,0,0,0,0
1464,2517209,Vieirópolis,5348,0,0,0,0
1465,2517407,Zabelê,2240,0,0,0,0
1466,2600054,Abreu e Lima,99990,21,21.002100210021,11,11.001100110011
1467,2600104,Afogados da Ingazeira,37259,5,13.4195764781663,4,10.7356611825331
1468,2600203,Afrânio,19635,2,10.1858925388337,2,10.1858925388337
1469,2600302,Agrestina,24885,1,4.01848503114326,1,4.01848503114326
1470,2600401,Água Preta,36771,1,2.71953441570803,1,2.71953441570803
1471,2600500,Águas Belas,43443,0,0,0,0
1472,2600609,Alagoinha,14636,0,0,0,0
1473,2600708,Aliança,38386,0,0,0,0
1474,2600807,Altinho,22972,1,4.35312554414069,1,4.35312554414069
1475,2600906,Amaraji,22829,0,0,0,0
1476,2601003,Angelim,11150,0,0,0,0
1477,2601052,Araçoiaba,20524,0,0,0,0
1478,2601102,Araripina,84418,3,3.55374446208155,1,1.18458148736052
1479,2601201,Arcoverde,74338,8,10.7616562188921,8,10.7616562188921
1480,2601300,Barra de Guabiraba,14385,0,0,0,0
1481,2601409,Barreiros,42659,1,2.34417121826578,1,2.34417121826578
1482,2601508,Belém de Maria,12073,1,8.28294541538971,1,8.28294541538971
1483,2601607,Belém do São Francisco,20729,0,0,0,0
1484,2601706,Belo Jardim,76439,4,5.23293083373671,1,1.30823270843418
1485,2601805,Betânia,12719,0,0,0,0
1486,2601904,Bezerros,60798,2,3.28958189414125,2,3.28958189414125
1487,2602001,Bodocó,38146,0,0,0,0
1488,2602100,Bom Conselho,48554,1,2.05956254891461,1,2.05956254891461
1489,2602209,Bom Jardim,39184,1,2.55206206614945,1,2.55206206614945
1490,2602308,Bonito,38134,0,0,0,0
1491,2602407,Brejão,8993,0,0,0,0
1492,2602506,Brejinho,7487,0,0,0,0
1493,2602605,Brejo da Madre de Deus,50742,1,1.97075401048441,1,1.97075401048441
1494,2602704,Buenos Aires,13155,1,7.60167236792094,1,7.60167236792094
1495,2602803,Buíque,58378,1,1.71297406557265,1,1.71297406557265
1496,2602902,Cabo de Santo Agostinho,207048,44,21.2511108535219,41,19.8021714771454
1497,2603009,Cabrobó,34221,0,0,0,0
1498,2603108,Cachoeirinha,20380,0,0,0,0
1499,2603207,Caetés,28739,1,3.47959219179512,1,3.47959219179512
1500,2603306,Calçado,11053,0,0,0,0
1501,2603405,Calumbi,5750,0,0,0,0
1502,2603454,Camaragibe,157828,5,3.16800567706617,5,3.16800567706617
1503,2603504,Camocim de São Félix,18765,0,0,0,0
1504,2603603,Camutanga,8551,1,11.6945386504502,1,11.6945386504502
1505,2603702,Canhotinho,24804,0,0,0,0
1506,2603801,Capoeiras,20048,1,4.98802873104549,1,4.98802873104549
1507,2603900,Carnaíba,19551,0,0,0,0
1508,2603926,Carnaubeira da Penha,12932,0,0,0,0
1509,2604007,Carpina,83641,4,4.78234358747504,4,4.78234358747504
1510,2604106,Caruaru,361118,149,41.2607513333592,124,34.3378064787687
1511,2604155,Casinhas,14341,0,0,0,0
1512,2604205,Catende,42892,0,0,0,0
1513,2604304,Cedro,11807,0,0,0,0
1514,2604403,Chã de Alegria,13518,1,7.39754401538689,1,7.39754401538689
1515,2604502,Chã Grande,21698,1,4.60871969766799,1,4.60871969766799
1516,2604601,Condado,26421,0,0,0,0
1517,2604700,Correntes,18207,0,0,0,0
1518,2604809,Cortês,12578,0,0,0,0
1519,2604908,Cumaru,10906,1,9.16926462497708,1,9.16926462497708
1520,2605004,Cupira,24107,0,0,0,0
1521,2605103,Custódia,37111,0,0,0,0
1522,2605152,Dormentes,18908,0,0,0,0
1523,2605202,Escada,68875,0,0,0,0
1524,2605301,Exu,31825,0,0,0,0
1525,2605400,Feira Nova,22131,2,9.03709728435227,2,9.03709728435227
1526,2605459,Fernando de Noronha,3061,3,98.0071871937275,3,98.0071871937275
1527,2605509,Ferreiros,12123,0,0,0,0
1528,2605608,Flores,22624,0,0,0,0
1529,2605707,Floresta,32873,0,0,0,0
1530,2605806,Frei Miguelinho,15457,0,0,0,0
1531,2605905,Gameleira,31052,0,0,0,0
1532,2606002,Garanhuns,139788,44,31.4762354422411,40,28.6147594929465
1533,2606101,Glória do Goitá,30604,0,0,0,0
1534,2606200,Goiana,79758,11,13.7917199528574,5,6.26896361493518
1535,2606309,Granito,7486,0,0,0,0
1536,2606408,Gravatá,84074,1,1.18942836072983,1,1.18942836072983
1537,2606507,Iati,19197,1,5.20914726259311,1,5.20914726259311
1538,2606606,Ibimirim,29235,1,3.42055755088079,1,3.42055755088079
1539,2606705,Ibirajuba,7762,1,12.8832775057975,1,12.8832775057975
1540,2606804,Igarassu,117019,3,2.56368623898683,2,1.70912415932455
1541,2606903,Iguaracy,12228,0,0,0,0
1542,2607000,Inajá,23247,0,0,0,0
1543,2607109,Ingazeira,4548,1,21.9876868953386,1,21.9876868953386
1544,2607208,Ipojuca,96204,13,13.5129516444223,9,9.35512036921542
1545,2607307,Ipubi,30854,0,0,0,0
1546,2607406,Itacuruba,4918,0,0,0,0
1547,2607505,Itaíba,26349,0,0,0,0
1548,2607604,Ilha de Itamaracá,26258,1,3.80836316551146,1,3.80836316551146
1549,2607653,Itambé,36447,2,5.48742008944495,2,5.48742008944495
1550,2607703,Itapetim,13616,0,0,0,0
1551,2607752,Itapissuma,26651,2,7.50440884019361,2,7.50440884019361
1552,2607802,Itaquitinga,16955,0,0,0,0
1553,2607901,Jaboatão dos Guararapes,702298,127,18.0834916232141,116,16.5172049471877
1554,2607950,Jaqueira,11656,0,0,0,0
1555,2608008,Jataúba,17150,0,0,0,0
1556,2608057,Jatobá,14796,0,0,0,0
1557,2608107,João Alfredo,33822,0,0,0,0
1558,2608206,Joaquim Nabuco,16023,0,0,0,0
1559,2608255,Jucati,11424,0,0,0,0
1560,2608305,Jupi,14836,0,0,0,0
1561,2608404,Jurema,15378,2,13.005592404734,2,13.005592404734
1562,2608453,Lagoa do Carro,18071,1,5.53372807260251,1,5.53372807260251
1563,2608503,Lagoa de Itaenga,21429,1,4.66657333519996,1,4.66657333519996
1564,2608602,Lagoa do Ouro,13145,3,22.8223659186002,3,22.8223659186002
1565,2608701,Lagoa dos Gatos,16290,0,0,0,0
1566,2608750,Lagoa Grande,25601,0,0,0,0
1567,2608800,Lajedo,40288,2,4.96425734710087,2,4.96425734710087
1568,2608909,Limoeiro,56250,16,28.4444444444444,16,28.4444444444444
1569,2609006,Macaparana,25376,2,7.88146279949559,2,7.88146279949559
1570,2609105,Machados,16088,2,12.4316260566882,2,12.4316260566882
1571,2609154,Manari,21434,0,0,0,0
1572,2609204,Maraial,11345,0,0,0,0
1573,2609303,Mirandiba,15390,0,0,0,0
1574,2609402,Moreno,62784,3,4.7782874617737,3,4.7782874617737
1575,2609501,Nazaré da Mata,32471,2,6.15934218225494,2,6.15934218225494
1576,2609600,Olinda,392482,125,31.8485943304406,95,24.2049316911349
1577,2609709,Orobó,23884,2,8.37380673254061,2,8.37380673254061
1578,2609808,Orocó,14991,0,0,0,0
1579,2609907,Ouricuri,69459,15,21.5954735887358,15,21.5954735887358
1580,2610004,Palmares,63250,45,71.1462450592885,45,71.1462450592885
1581,2610103,Palmeirina,7693,7,90.9918107370337,7,90.9918107370337
1582,2610202,Panelas,26474,1,3.77729092694719,1,3.77729092694719
1583,2610301,Paranatama,11523,0,0,0,0
1584,2610400,Parnamirim,22010,0,0,0,0
1585,2610509,Passira,28933,0,0,0,0
1586,2610608,Paudalho,56506,2,3.53944713835699,2,3.53944713835699
1587,2610707,Paulista,331774,106,31.9494595718772,88,26.5240796445773
1588,2610806,Pedra,22617,1,4.42145288941946,1,4.42145288941946
1589,2610905,Pesqueira,67395,1,1.48378959863491,0,0
1590,2611002,Petrolândia,36548,1,2.73612783189231,1,2.73612783189231
1591,2611101,Petrolina,349145,143,40.9571954345616,81,23.1995302811153
1592,2611200,Poção,11302,0,0,0,0
1593,2611309,Pombos,27091,0,0,0,0
1594,2611408,Primavera,14966,1,6.68181210744354,1,6.68181210744354
1595,2611507,Quipapá,26037,1,3.84068825133464,1,3.84068825133464
1596,2611533,Quixaba,6813,0,0,0,0
1597,2611606,Recife,1645727,1682,102.204071513684,1248,75.8327474726975
1598,2611705,Riacho das Almas,20546,1,4.86712742139589,1,4.86712742139589
1599,2611804,Ribeirão,47415,1,2.10903722450701,1,2.10903722450701
1600,2611903,Rio Formoso,23535,1,4.24899086466964,1,4.24899086466964
1601,2612000,Sairé,9932,0,0,0,0
1602,2612109,Salgadinho,10919,0,0,0,0
1603,2612208,Salgueiro,60930,4,6.56491055309371,4,6.56491055309371
1604,2612307,Saloá,15843,0,0,0,0
1605,2612406,Sanharó,26462,0,0,0,0
1606,2612455,Santa Cruz,15398,0,0,0,0
1607,2612471,Santa Cruz da Baixa Verde,12592,0,0,0,0
1608,2612505,Santa Cruz do Capibaribe,107937,1,0.926466364638632,1,0.926466364638632
1609,2612554,Santa Filomena,14477,0,0,0,0
1610,2612604,Santa Maria da Boa Vista,41931,0,0,0,0
1611,2612703,Santa Maria do Cambucá,14137,0,0,0,0
1612,2612802,Santa Terezinha,11815,0,0,0,0
1613,2612901,São Benedito do Sul,15895,0,0,0,0
1614,2613008,São Bento do Una,59504,3,5.04167787039527,3,5.04167787039527
1615,2613107,São Caitano,37245,1,2.68492415089274,1,2.68492415089274
1616,2613206,São João,22793,1,4.38731189400254,1,4.38731189400254
1617,2613305,São Joaquim do Monte,21356,0,0,0,0
1618,2613404,São José da Coroa Grande,21298,2,9.3905531035778,2,9.3905531035778
